,Plot,Yr,LAT,LON,ELEV,Common.Name,biomass.Mg.ha.dead,biomass.Mg.ha.live,standingdead_C_Mg_ha,livetree_C_Mg_ha,carbonratio,BGtree_C_Mg_ha,foresttype,standingdead_C_gm2,livetree_C_gm2,BGtree_C_gm2,total_treeC_gm2,NPP_C_gm2y,Year_start_NPP,Year_end_NPP
1811,10483,2008,57.711292,-135.432206,1900,Sitka spruce,NA,6.860064897,NA,3.430032448,0.5,1.715016224,mountain-hemlock,NA,343.0032448,171.5016224,514.5048672,-74.08322724,1995,2008
1812,10483,2008,57.711292,-135.432206,1900,mountain hemlock,NA,260.4101276,NA,130.2050638,0.478,62.23802049,mountain-hemlock,NA,13020.50638,6223.802049,19244.30843,-4386.680372,1995,2008
1813,10483,2019,57.711292,-135.432206,1900,Sitka spruce,NA,39.96410435,NA,19.98205218,0.5,9.991026088,mountain-hemlock,NA,1998.205218,999.1026088,2997.307827,225.7093599,2008,2019
1814,10483,2019,57.711292,-135.432206,1900,mountain hemlock,NA,1134.861198,NA,567.4305988,0.478,271.2318262,mountain-hemlock,NA,56743.05988,27123.18262,83866.2425,5874.721279,2008,2019
1815,10545,1995,57.916223,-135.844586,1700,mountain hemlock,1.80143461,34.67808488,0.900717305,17.33904244,0.478,8.288062286,mountain-hemlock,90.0717305,1733.904244,828.8062286,2562.710472,NA,NA,NA
1816,10545,2010,57.916223,-135.844586,1700,mountain hemlock,NA,23.73731389,NA,11.86865694,0.478,5.673218019,mountain-hemlock,NA,1186.865694,567.3218019,1754.187496,-53.90153174,1995,2010
1817,10547,1999,60.168122,-143.920618,100,white spruce,NA,144.7507631,NA,72.37538156,0.512,37.05619536,white-spruce,NA,7237.538156,3705.619536,10943.15769,NA,NA,NA
1818,10547,2007,60.168122,-143.920618,100,Sitka spruce,NA,157.3337747,NA,78.66688733,0.5,39.33344367,sitka-spruce,NA,7866.688733,3933.344367,11800.0331,NA,NA,NA
1819,10547,2018,60.168122,-143.920618,100,Sitka spruce,NA,268.0130358,NA,134.0065179,0.5,67.00325895,sitka-spruce,NA,13400.65179,6700.325895,20100.97769,754.6313259,2007,2018
1820,10662,1998,59.513974,-135.845839,2100,mountain hemlock,NA,480.4976547,NA,240.2488273,0.478,114.8389395,mountain-hemlock,NA,24024.88273,11483.89395,35508.77668,NA,NA,NA
1821,10662,2007,59.513974,-135.845839,2100,mountain hemlock,107.9892323,362.9295797,53.99461617,181.4647898,0.478,86.74016954,mountain-hemlock,5399.461617,18146.47898,8674.016954,26820.49594,-965.3645271,1998,2007
1822,10662,2018,59.513974,-135.845839,2100,mountain hemlock,6.18252771,426.7307659,3.091263855,213.365383,0.478,101.9886531,mountain-hemlock,309.1263855,21336.5383,10198.86531,31535.4036,428.6279695,2007,2018
1823,10696,1998,54.916221,-133.003052,1100,Sitka spruce,656.2051961,NA,328.102598,NA,0.5,NA,western-hemlock,32810.2598,NA,NA,NA,NA,NA,NA
1824,10696,1998,54.916221,-133.003052,1100,western hemlock,261.9098599,1577.040717,130.95493,788.5203584,0.507,399.7798217,western-hemlock,13095.493,78852.03584,39977.98217,118830.018,NA,NA,NA
1825,10696,2012,54.916221,-133.003052,1100,Sitka spruce,633.2046697,NA,316.6023348,NA,0.5,NA,western-hemlock,31660.23348,NA,NA,NA,NA,NA,NA
1826,10696,2012,54.916221,-133.003052,1100,western hemlock,256.3938722,1307.770138,128.1969361,653.885069,0.507,331.51973,western-hemlock,12819.69361,65388.5069,33151.973,98540.4799,-1449.252722,1998,2012
1827,10718,2016,59.382931,-138.887125,900,Sitka spruce,NA,938.5689787,NA,469.2844893,0.5,234.6422447,NA,NA,46928.44893,23464.22447,70392.6734,NA,NA,NA
1828,10733,1997,55.65627,-133.385884,300,Alaska yellow-cedar,175.6210148,359.211908,87.81050738,179.605954,0.478,85.85164601,lodgepole-pine,8781.050738,17960.5954,8585.164601,26545.76,NA,NA,NA
1829,10733,1997,55.65627,-133.385884,300,western redcedar,39.8599717,189.6746448,19.92998585,94.83732239,0.504,47.79801048,lodgepole-pine,1992.998585,9483.732239,4779.801048,14263.53329,NA,NA,NA
1830,10733,1997,55.65627,-133.385884,300,western hemlock,25.378739,135.1650817,12.6893695,67.58254085,0.507,34.26434821,lodgepole-pine,1268.93695,6758.254085,3426.434821,10184.68891,NA,NA,NA
1831,10733,1997,55.65627,-133.385884,300,lodgepole pine,NA,283.8412357,NA,141.9206178,0.503,71.38607078,lodgepole-pine,NA,14192.06178,7138.607078,21330.66886,NA,NA,NA
1832,10733,1997,55.65627,-133.385884,300,mountain hemlock,NA,30.815865,NA,15.4079325,0.478,7.364991734,lodgepole-pine,NA,1540.79325,736.4991734,2277.292423,NA,NA,NA
1833,10733,2005,55.65627,-133.385884,300,Alaska yellow-cedar,169.0437573,393.6726287,84.52187865,196.8363144,0.478,94.08775827,alaska-yellow-cedar,8452.187865,19683.63144,9408.775827,29092.40726,NA,NA,NA
1834,10733,2005,55.65627,-133.385884,300,western redcedar,38.37228367,177.834538,19.18614183,88.91726898,0.504,44.81430357,alaska-yellow-cedar,1918.614183,8891.726898,4481.430357,13373.15726,NA,NA,NA
1835,10733,2005,55.65627,-133.385884,300,western hemlock,18.88678907,140.9701278,9.443394534,70.48506389,0.507,35.73592739,alaska-yellow-cedar,944.3394534,7048.506389,3573.592739,10622.09913,NA,NA,NA
1836,10733,2005,55.65627,-133.385884,300,lodgepole pine,NA,294.718205,NA,147.3591025,0.503,74.12162855,alaska-yellow-cedar,NA,14735.91025,7412.162855,22148.0731,NA,NA,NA
1837,10733,2005,55.65627,-133.385884,300,mountain hemlock,NA,31.3925209,NA,15.69626045,0.478,7.502812495,alaska-yellow-cedar,NA,1569.626045,750.2812495,2319.907294,NA,NA,NA
1838,10733,2016,55.65627,-133.385884,300,Alaska yellow-cedar,168.3874019,395.4665322,84.19370094,197.7332661,0.478,94.51650119,alaska-yellow-cedar,8419.370094,19773.32661,9451.650119,29224.97673,12.05176934,2005,2016
1839,10733,2016,55.65627,-133.385884,300,western redcedar,44.20415638,183.9690323,22.10207819,91.98451617,0.504,46.36019615,alaska-yellow-cedar,2210.207819,9198.451617,4636.019615,13834.47123,41.9376343,2005,2016
1840,10733,2016,55.65627,-133.385884,300,western hemlock,16.50322661,137.9579091,8.251613303,68.97895453,0.507,34.97232995,alaska-yellow-cedar,825.1613303,6897.895453,3497.232995,10395.12845,-20.63369824,2005,2016
1841,10733,2016,55.65627,-133.385884,300,lodgepole pine,NA,303.8985409,NA,151.9492704,0.503,76.43048302,alaska-yellow-cedar,NA,15194.92704,7643.048302,22837.97535,62.71838551,2005,2016
1842,10733,2016,55.65627,-133.385884,300,mountain hemlock,NA,31.2880152,NA,15.6440076,0.478,7.477835632,alaska-yellow-cedar,NA,1564.40076,747.7835632,2312.184323,-0.7020883063,2005,2016
1843,10820,2013,55.598731,-131.425873,1100,Alaska yellow-cedar,155.2143969,1460.962207,77.60719843,730.4811034,0.478,349.1699674,alaska-yellow-cedar,7760.719843,73048.11034,34916.99674,107965.1071,NA,NA,NA
1844,10820,2013,55.598731,-131.425873,1100,western hemlock,55.19548332,660.8303359,27.59774166,330.4151679,0.507,167.5204901,alaska-yellow-cedar,2759.774166,33041.51679,16752.04901,49793.56581,NA,NA,NA
1845,10820,2013,55.598731,-131.425873,1100,mountain hemlock,189.0016548,17.86924736,94.5008274,8.934623681,0.478,4.27075012,alaska-yellow-cedar,9450.08274,893.4623681,427.075012,1320.53738,NA,NA,NA
1846,10839,2005,55.816005,-131.886232,500,Alaska yellow-cedar,NA,1105.03693,NA,552.5184649,0.478,264.1038262,alaska-yellow-cedar,NA,55251.84649,26410.38262,81662.22912,NA,NA,NA
1847,10839,2005,55.816005,-131.886232,500,western redcedar,NA,76.49219769,NA,38.24609884,0.504,19.27603382,alaska-yellow-cedar,NA,3824.609884,1927.603382,5752.213266,NA,NA,NA
1848,10839,2005,55.816005,-131.886232,500,western hemlock,NA,1090.865623,NA,545.4328113,0.507,276.5344353,alaska-yellow-cedar,NA,54543.28113,27653.44353,82196.72466,NA,NA,NA
1849,10839,2005,55.816005,-131.886232,500,western redcedar,118.7698981,463.996138,59.38494907,231.998069,0.504,116.9270268,western-redcedar,5938.494907,23199.8069,11692.70268,34892.50957,NA,NA,NA
1850,10839,2005,55.816005,-131.886232,500,western hemlock,2.434637534,237.7926967,1.217318767,118.8963484,0.507,60.28044863,western-redcedar,121.7318767,11889.63484,6028.044863,17917.6797,NA,NA,NA
1851,10839,2005,55.816005,-131.886232,500,Alaska yellow-cedar,NA,567.0475504,NA,283.5237752,0.478,135.5243645,western-redcedar,NA,28352.37752,13552.43645,41904.81397,NA,NA,NA
1852,10839,2005,55.816005,-131.886232,500,Sitka spruce,NA,76.99959988,NA,38.49979994,0.5,19.24989997,western-redcedar,NA,3849.979994,1924.989997,5774.969991,NA,NA,NA
1853,10839,2016,55.816005,-131.886232,500,western redcedar,30.89574805,588.4637729,15.44787403,294.2318864,0.504,148.2928708,alaska-yellow-cedar,1544.787403,29423.18864,14829.28708,44252.47572,3500.023859,2005,2016
1854,10839,2016,55.816005,-131.886232,500,western hemlock,350.2302938,1004.27224,175.1151469,502.1361199,0.507,254.5830128,alaska-yellow-cedar,17511.51469,50213.61199,25458.30128,75671.91327,-593.1646721,2005,2016
1855,10839,2016,55.816005,-131.886232,500,Alaska yellow-cedar,NA,1764.981069,NA,882.4905343,0.478,421.8304754,alaska-yellow-cedar,NA,88249.05343,42183.04754,130432.101,4433.624715,2005,2016
1856,10839,2016,55.816005,-131.886232,500,western redcedar,115.1032758,355.5028176,57.5516379,177.7514088,0.504,89.58671004,western-redcedar,5755.16379,17775.14088,8958.671004,26733.81189,-741.6997898,2005,2016
1857,10839,2016,55.816005,-131.886232,500,western hemlock,76.43844425,110.3736413,38.21922212,55.18682067,0.507,27.97971808,western-redcedar,3821.922212,5518.682067,2797.971808,8316.653875,-872.8205295,2005,2016
1858,10839,2016,55.816005,-131.886232,500,Alaska yellow-cedar,NA,454.2570051,NA,227.1285026,0.478,108.5674242,western-redcedar,NA,22712.85026,10856.74242,33569.59268,-757.7473904,2005,2016
1859,10839,2016,55.816005,-131.886232,500,Sitka spruce,NA,106.3560435,NA,53.17802173,0.5,26.58901087,western-redcedar,NA,5317.802173,2658.901087,7976.70326,200.1575699,2005,2016
1860,10869,1998,59.282139,-135.181329,900,Sitka spruce,8.031344546,376.5344864,4.015672273,188.2672432,0.5,94.13362159,western-hemlock,401.5672273,18826.72432,9413.362159,28240.08648,NA,NA,NA
1861,10869,1998,59.282139,-135.181329,900,western hemlock,275.2007303,1303.135568,137.6003652,651.567784,0.507,330.3448665,western-hemlock,13760.03652,65156.7784,33034.48665,98191.26504,NA,NA,NA
1862,10869,2005,59.282139,-135.181329,900,western hemlock,8.818920208,1144.21559,4.409460104,572.1077952,0.507,290.0586522,western-hemlock,440.9460104,57210.77952,29005.86522,86216.64473,-1710.660044,1998,2005
1863,10869,2005,59.282139,-135.181329,900,Sitka spruce,NA,396.978033,NA,198.4890165,0.5,99.24450825,western-hemlock,NA,19848.90165,9924.450825,29773.35248,219.0379997,1998,2005
1864,10869,2016,59.282139,-135.181329,900,western hemlock,21.4063606,782.8096555,10.7031803,391.4048277,0.507,198.4422477,western-hemlock,1070.31803,39140.48277,19844.22477,58984.70754,-2475.630654,2005,2016
1865,10869,2016,59.282139,-135.181329,900,Sitka spruce,NA,472.4245184,NA,236.2122592,0.5,118.1061296,western-hemlock,NA,23621.22592,11810.61296,35431.83888,514.4078549,2005,2016
1866,10891,1995,58.115479,-136.329481,900,Alaska yellow-cedar,51.24895552,242.2893793,25.62447776,121.1446897,0.478,57.90716166,mountain-hemlock,2562.447776,12114.46897,5790.716166,17905.18513,NA,NA,NA
1867,10891,1995,58.115479,-136.329481,900,Sitka spruce,40.96274915,120.4518177,20.48137458,60.22590884,0.5,30.11295442,mountain-hemlock,2048.137458,6022.590884,3011.295442,9033.886325,NA,NA,NA
1868,10891,1995,58.115479,-136.329481,900,western hemlock,77.9423456,154.6998374,38.9711728,77.34991868,0.507,39.21640877,mountain-hemlock,3897.11728,7734.991868,3921.640877,11656.63274,NA,NA,NA
1869,10891,1995,58.115479,-136.329481,900,mountain hemlock,4.445009982,848.9994795,2.222504991,424.4997398,0.478,202.9108756,mountain-hemlock,222.2504991,42449.97398,20291.08756,62741.06154,NA,NA,NA
1870,10891,1995,58.115479,-136.329481,900,western redcedar,NA,40.97125832,NA,20.48562916,0.504,10.3247571,mountain-hemlock,NA,2048.562916,1032.47571,3081.038625,NA,NA,NA
1871,10891,1995,58.115479,-136.329481,900,Alaska yellow-cedar,83.99619763,44.29584204,41.99809881,22.14792102,0.478,10.58670625,alaska-yellow-cedar,4199.809881,2214.792102,1058.670625,3273.462727,NA,NA,NA
1872,10891,1995,58.115479,-136.329481,900,lodgepole pine,NA,33.92330312,NA,16.96165156,0.503,8.531710735,alaska-yellow-cedar,NA,1696.165156,853.1710735,2549.33623,NA,NA,NA
1873,10891,1995,58.115479,-136.329481,900,mountain hemlock,NA,0.9110272846,NA,0.4555136423,0.478,0.217735521,alaska-yellow-cedar,NA,45.55136423,21.7735521,67.32491633,NA,NA,NA
1874,10891,2005,58.115479,-136.329481,900,Alaska yellow-cedar,50.09210149,380.3192664,25.04605074,190.1596332,0.478,90.89630467,mountain-hemlock,2504.605074,19015.96332,9089.630467,28105.59379,1020.040866,1995,2005
1875,10891,2005,58.115479,-136.329481,900,Sitka spruce,140.5241754,17.8681584,70.26208769,8.934079198,0.5,4.467039599,mountain-hemlock,7026.208769,893.4079198,446.7039599,1340.11188,-769.3774446,1995,2005
1876,10891,2005,58.115479,-136.329481,900,mountain hemlock,18.93637224,945.316029,9.468186122,472.6580145,0.478,225.9305309,mountain-hemlock,946.8186122,47265.80145,22593.05309,69858.85454,711.7793006,1995,2005
1877,10891,2005,58.115479,-136.329481,900,lodgepole pine,NA,13.56774503,NA,6.783872516,0.503,3.412287876,mountain-hemlock,NA,678.3872516,341.2287876,1019.616039,NA,NA,NA
1878,10891,2005,58.115479,-136.329481,900,western hemlock,NA,148.7385343,NA,74.36926714,0.507,37.70521844,mountain-hemlock,NA,7436.926714,3770.521844,11207.44856,-44.9184187,1995,2005
1879,10891,2016,58.115479,-136.329481,900,Alaska yellow-cedar,7.127155929,320.3614068,3.563577964,160.1807034,0.478,76.56637623,mountain-hemlock,356.3577964,16018.07034,7656.637623,23674.70796,-402.8078021,2005,2016
1880,10891,2016,58.115479,-136.329481,900,Sitka spruce,129.9959016,17.83763538,64.99795082,8.918817688,0.5,4.459408844,mountain-hemlock,6499.795082,891.8817688,445.9408844,1337.822653,-0.2081115033,2005,2016
1881,10891,2016,58.115479,-136.329481,900,mountain hemlock,138.6577647,819.573751,69.32888235,409.7868755,0.478,195.8781265,mountain-hemlock,6932.888235,40978.68755,19587.81265,60566.5002,-844.7594857,2005,2016
1882,10891,2016,58.115479,-136.329481,900,lodgepole pine,NA,15.65659027,NA,7.828295134,0.503,3.937632452,mountain-hemlock,NA,782.8295134,393.7632452,1176.592759,14.27061086,2005,2016
1883,10891,2016,58.115479,-136.329481,900,western hemlock,NA,164.7364781,NA,82.36823906,0.507,41.7606972,mountain-hemlock,NA,8236.823906,4176.06972,12412.89363,109.5859153,2005,2016
1884,10929,1999,60.691392,-145.981508,300,western hemlock,109.1085328,581.1690017,54.5542664,290.5845008,0.507,147.3263419,mountain-hemlock,5455.42664,29058.45008,14732.63419,43791.08428,NA,NA,NA
1885,10929,1999,60.691392,-145.981508,300,mountain hemlock,23.07188652,1238.435921,11.53594326,619.2179607,0.478,295.9861852,mountain-hemlock,1153.594326,61921.79607,29598.61852,91520.4146,NA,NA,NA
1886,10929,1999,60.691392,-145.981508,300,Sitka spruce,NA,12.88820699,NA,6.444103493,0.5,3.222051747,mountain-hemlock,NA,644.4103493,322.2051747,966.615524,NA,NA,NA
1887,10929,2009,60.691392,-145.981508,300,western hemlock,123.8683216,490.5286763,61.9341608,245.2643382,0.507,124.3490194,mountain-hemlock,6193.41608,24526.43382,12434.90194,36961.33576,-682.9748518,1999,2009
1888,10929,2009,60.691392,-145.981508,300,Sitka spruce,NA,58.45936621,NA,29.2296831,0.5,14.61484155,mountain-hemlock,NA,2922.96831,1461.484155,4384.452465,341.7836941,1999,2009
1889,10929,2009,60.691392,-145.981508,300,mountain hemlock,NA,1182.204508,NA,591.1022539,0.478,282.5468774,mountain-hemlock,NA,59110.22539,28254.68774,87364.91313,-415.5501463,1999,2009
1890,10929,2020,60.691392,-145.981508,300,western hemlock,153.9529438,453.466392,76.97647189,226.733196,0.507,114.9537304,mountain-hemlock,7697.647189,22673.3196,11495.37304,34168.69264,-253.8766472,2009,2020
1891,10929,2020,60.691392,-145.981508,300,mountain hemlock,329.871518,886.8221986,164.935759,443.4110993,0.478,211.9505055,mountain-hemlock,16493.5759,44341.10993,21195.05055,65536.16048,-1984.43206,2009,2020
1892,10929,2020,60.691392,-145.981508,300,Sitka spruce,NA,74.08375376,NA,37.04187688,0.5,18.52093844,mountain-hemlock,NA,3704.187688,1852.093844,5556.281532,106.5299152,2009,2020
1893,10957,1997,56.960176,-135.194046,1300,Alaska yellow-cedar,2.094084606,20.55292816,1.047042303,10.27646408,0.478,4.91214983,western-hemlock,104.7042303,1027.646408,491.214983,1518.861391,NA,NA,NA
1894,10957,1997,56.960176,-135.194046,1300,western hemlock,103.507731,1534.717756,51.7538655,767.358878,0.507,389.0509511,western-hemlock,5175.38655,76735.8878,38905.09511,115640.9829,NA,NA,NA
1895,10957,1997,56.960176,-135.194046,1300,mountain hemlock,NA,356.4046419,NA,178.202321,0.478,85.18070942,western-hemlock,NA,17820.2321,8518.070942,26338.30304,NA,NA,NA
1896,10957,2012,56.960176,-135.194046,1300,Alaska yellow-cedar,2.395931977,22.87786836,1.197965988,11.43893418,0.478,5.467810539,western-hemlock,119.7965988,1143.893418,546.7810539,1690.674472,11.45420542,1997,2012
1897,10957,2012,56.960176,-135.194046,1300,Sitka spruce,116.4088559,NA,58.20442793,NA,0.5,NA,western-hemlock,5820.442793,NA,NA,NA,NA,NA,NA
1898,10957,2012,56.960176,-135.194046,1300,western hemlock,53.57508643,1469.168833,26.78754322,734.5844163,0.507,372.4342991,western-hemlock,2678.754322,73458.44163,37243.42991,110701.8715,-329.274092,1997,2012
1899,10957,2012,56.960176,-135.194046,1300,mountain hemlock,NA,397.1226044,NA,198.5613022,0.478,94.91230246,western-hemlock,NA,19856.13022,9491.230246,29347.36047,200.6038286,1997,2012
1900,10979,2007,60.316606,-149.182698,1500,mountain hemlock,4.712304279,841.5564095,2.35615214,420.7782047,0.478,201.1319819,mountain-hemlock,235.615214,42077.82047,20113.19819,62191.01866,NA,NA,NA
1901,10979,2007,60.316606,-149.182698,1500,Sitka spruce,NA,20.32904507,NA,10.16452254,0.5,5.082261269,mountain-hemlock,NA,1016.452254,508.2261269,1524.678381,NA,NA,NA
1902,10979,2018,60.316606,-149.182698,1500,mountain hemlock,27.75001966,936.9928271,13.87500983,468.4964135,0.478,223.9412857,mountain-hemlock,1387.500983,46849.64135,22394.12857,69243.76992,641.1592054,2007,2018
1903,10979,2018,60.316606,-149.182698,1500,Sitka spruce,NA,29.56568944,NA,14.78284472,0.5,7.391422361,mountain-hemlock,NA,1478.284472,739.1422361,2217.426708,62.9771207,2007,2018
1904,10993,1999,60.334252,-146.407363,500,Sitka spruce,102.3540625,384.5845475,51.17703126,192.2922738,0.5,96.14613688,sitka-spruce,5117.703126,19229.22738,9614.613688,28843.84106,NA,NA,NA
1905,10993,1999,60.334252,-146.407363,500,mountain hemlock,43.73070691,236.7415874,21.86535345,118.3707937,0.478,56.58123938,sitka-spruce,2186.535345,11837.07937,5658.123938,17495.20331,NA,NA,NA
1906,10993,2004,60.334252,-146.407363,500,Sitka spruce,75.55731594,376.7817506,37.77865797,188.3908753,0.5,94.19543764,sitka-spruce,3777.865797,18839.08753,9419.543764,28258.63129,-117.0419544,1999,2004
1907,10993,2004,60.334252,-146.407363,500,mountain hemlock,39.71301605,267.4640348,19.85650803,133.7320174,0.478,63.92390432,sitka-spruce,1985.650803,13373.20174,6392.390432,19765.59217,454.0777733,1999,2004
1908,10993,2015,60.334252,-146.407363,500,Sitka spruce,94.64937193,427.5542963,47.32468596,213.7771482,0.5,106.8885741,sitka-spruce,4732.468596,21377.71482,10688.85741,32066.57222,346.1764485,2004,2015
1909,10993,2015,60.334252,-146.407363,500,mountain hemlock,8.559598954,293.5816585,4.279799477,146.7908293,0.478,70.16601639,sitka-spruce,427.9799477,14679.08293,7016.601639,21695.68457,175.4629448,2004,2015
1910,11077,1996,56.19368,-133.56015,100,western hemlock,823.1021256,1228.320863,411.5510628,614.1604314,0.507,311.3793387,western-hemlock,41155.10628,61416.04314,31137.93387,92553.97701,NA,NA,NA
1911,11077,1996,56.19368,-133.56015,100,western hemlock,178.9834296,333.5247839,89.49171479,166.7623919,0.507,84.54853271,western-redcedar,8949.171479,16676.23919,8454.853271,25131.09247,NA,NA,NA
1912,11077,1996,56.19368,-133.56015,100,Alaska yellow-cedar,NA,140.5518726,NA,70.2759363,0.478,33.59189755,western-redcedar,NA,7027.59363,3359.189755,10386.78338,NA,NA,NA
1913,11077,1996,56.19368,-133.56015,100,Sitka spruce,NA,306.9466562,NA,153.4733281,0.5,76.73666404,western-redcedar,NA,15347.33281,7673.666404,23020.99921,NA,NA,NA
1914,11077,1996,56.19368,-133.56015,100,western redcedar,NA,431.1502176,NA,215.5751088,0.504,108.6498548,western-redcedar,NA,21557.51088,10864.98548,32422.49636,NA,NA,NA
1915,11077,2013,56.19368,-133.56015,100,western hemlock,492.3461169,1399.025173,246.1730585,699.5125865,0.507,354.6528814,western-hemlock,24617.30585,69951.25865,35465.28814,105416.5468,756.6217515,1996,2013
1916,11077,2013,56.19368,-133.56015,100,western redcedar,21.34891292,401.2249018,10.67445646,200.6124509,0.504,101.1086753,western-redcedar,1067.445646,20061.24509,10110.86753,30172.11262,-132.3755143,1996,2013
1917,11077,2013,56.19368,-133.56015,100,western hemlock,189.5284788,391.6558506,94.76423941,195.8279253,0.507,99.28475812,western-redcedar,9476.423941,19582.79253,9928.475812,29511.26834,257.6574044,1996,2013
1918,11077,2013,56.19368,-133.56015,100,Alaska yellow-cedar,NA,182.3007033,NA,91.15035163,0.478,43.56986808,western-redcedar,NA,9115.035163,4356.986808,13472.02197,181.4846227,1996,2013
1919,11077,2013,56.19368,-133.56015,100,Sitka spruce,NA,342.087148,NA,171.043574,0.5,85.52178701,western-redcedar,NA,17104.3574,8552.178701,25656.5361,155.0315819,1996,2013
1920,11212,1999,58.176979,-152.696811,500,Sitka spruce,86.04281745,630.3463283,43.02140873,315.1731641,0.5,157.5865821,sitka-spruce,4302.140873,31517.31641,15758.65821,47275.97462,NA,NA,NA
1921,11212,2010,58.176979,-152.696811,500,Sitka spruce,79.42464453,736.8805152,39.71232227,368.4402576,0.5,184.2201288,sitka-spruce,3971.232227,36844.02576,18422.01288,55266.03864,726.3694564,1999,2010
1922,11220,1998,55.588449,-131.340032,700,western hemlock,62.34949305,1038.194998,31.17474652,519.0974992,0.507,263.1824321,western-hemlock,3117.474652,51909.74992,26318.24321,78227.99313,NA,NA,NA
1923,11220,1998,55.588449,-131.340032,700,Sitka spruce,NA,189.5635911,NA,94.78179555,0.5,47.39089778,western-hemlock,NA,9478.179555,4739.089778,14217.26933,NA,NA,NA
1924,11220,1998,55.588449,-131.340032,700,western redcedar,NA,7.594866202,NA,3.797433101,0.504,1.913906283,western-hemlock,NA,379.7433101,191.3906283,571.1339384,NA,NA,NA
1925,11251,1995,56.711636,-133.657124,500,Alaska yellow-cedar,37.1143805,13.75650465,18.55719025,6.878252324,0.478,3.287804611,western-hemlock,1855.719025,687.8252324,328.7804611,1016.605694,NA,NA,NA
1926,11251,1995,56.711636,-133.657124,500,western hemlock,262.9978451,365.4977966,131.4989226,182.7488983,0.507,92.65369143,western-hemlock,13149.89226,18274.88983,9265.369143,27540.25897,NA,NA,NA
1927,11251,1995,56.711636,-133.657124,500,Sitka spruce,NA,0.6699305405,NA,0.3349652703,0.5,0.1674826351,western-hemlock,NA,33.49652703,16.74826351,50.24479054,NA,NA,NA
1928,11251,1995,56.711636,-133.657124,500,mountain hemlock,NA,13.36095245,NA,6.680476224,0.478,3.193267635,western-hemlock,NA,668.0476224,319.3267635,987.3743859,NA,NA,NA
1929,11261,1995,58.655943,-134.81966,2300,mountain hemlock,NA,768.2322712,NA,384.1161356,0.478,183.6075128,mountain-hemlock,NA,38411.61356,18360.75128,56772.36484,NA,NA,NA
1930,11261,2006,58.655943,-134.81966,2300,mountain hemlock,18.647217,869.1348092,9.3236085,434.5674046,0.478,207.7232194,mountain-hemlock,932.36085,43456.74046,20772.32194,64229.0624,677.8815961,1995,2006
1931,11261,2017,58.655943,-134.81966,2300,mountain hemlock,NA,953.9896918,NA,476.9948459,0.478,228.0035363,mountain-hemlock,NA,47699.48459,22800.35363,70499.83822,570.0705293,2006,2017
1932,11292,1998,55.734657,-131.405246,1100,Sitka spruce,578.350532,4050.959801,289.175266,2025.4799,0.5,1012.73995,western-hemlock,28917.5266,202547.99,101273.995,303821.9851,NA,NA,NA
1933,11292,1998,55.734657,-131.405246,1100,western hemlock,47.95338856,4543.78399,23.97669428,2271.891995,0.507,1151.849241,western-hemlock,2397.669428,227189.1995,115184.9241,342374.1236,NA,NA,NA
1934,11292,1998,55.734657,-131.405246,1100,Alaska yellow-cedar,NA,468.2742591,NA,234.1371295,0.478,111.9175479,western-hemlock,NA,23413.71295,11191.75479,34605.46775,NA,NA,NA
1935,11292,2008,55.734657,-131.405246,1100,Sitka spruce,1003.194443,3827.476396,501.5972217,1913.738198,0.5,956.8690989,western-hemlock,50159.72217,191373.8198,95686.90989,287060.7297,-1676.125538,1998,2008
1936,11292,2008,55.734657,-131.405246,1100,western hemlock,10.88264557,4377.04069,5.441322785,2188.520345,0.507,1109.579815,western-hemlock,544.1322785,218852.0345,110957.9815,329810.016,-1256.410761,1998,2008
1937,11292,2008,55.734657,-131.405246,1100,Alaska yellow-cedar,NA,207.6290399,NA,103.8145199,0.478,49.62334053,western-hemlock,NA,10381.45199,4962.334053,15343.78605,-1926.16817,1998,2008
1938,11292,2019,55.734657,-131.405246,1100,Sitka spruce,870.71192,3903.271197,435.35596,1951.635598,0.5,975.8177992,western-hemlock,43535.596,195163.5598,97581.77992,292745.3398,516.7827348,2008,2019
1939,11292,2019,55.734657,-131.405246,1100,western hemlock,NA,4686.996792,NA,2343.498396,0.507,1188.153687,western-hemlock,NA,234349.8396,118815.3687,353165.2082,2123.199293,2008,2019
1940,11298,2019,60.406846,-146.317243,100,Sitka spruce,NA,53.03338645,NA,26.51669323,0.5,13.25834661,NA,NA,2651.669323,1325.834661,3977.503984,NA,NA,NA
1941,11304,1997,57.070814,-135.299356,300,western hemlock,248.5718258,2081.168672,124.2859129,1040.584336,0.507,527.5762584,western-hemlock,12428.59129,104058.4336,52757.62584,156816.0595,NA,NA,NA
1942,11304,2013,57.070814,-135.299356,300,western hemlock,346.785381,6432.683497,173.3926905,3216.341749,0.507,1630.685267,western-hemlock,17339.26905,321634.1749,163068.5267,484702.7015,20492.91513,1997,2013
1943,11326,2013,57.65817,-135.852733,100,Alaska yellow-cedar,10.01852711,176.8603731,5.009263555,88.43018654,0.478,42.26962916,alaska-yellow-cedar,500.9263555,8843.018654,4226.962916,13069.98157,NA,NA,NA
1944,11326,2013,57.65817,-135.852733,100,mountain hemlock,NA,15.52632093,NA,7.763160464,0.478,3.710790702,alaska-yellow-cedar,NA,776.3160464,371.0790702,1147.395117,NA,NA,NA
