,dataset_name_sub,site_name,profile_name,elevation..m.,tree_Plot,tree_ELEV,geometry_profile,ISCN.1.1..2015.12.10.,dataset_name_soc,lat..dec..deg.,long..dec..deg.,datum..datum.,state..state_province.,country..country.,observation_date..YYYY.MM.DD.,layer_name,layer_top..cm.,layer_bot..cm.,hzn_desgn_other,hzn,hzn_desgn,layer_note,color,vegclass_local,soil_taxon,soil_series,bd_method,bd_samp..g.cm.3.,bd_tot..g.cm.3.,bd_whole..g.cm.3.,bd_other..g.cm.3.,bdNRCS_prep_code,cNRCS_prep_code,c_method,c_tot..percent.,oc..percent.,loi..percent.,n_tot..percent.,c_to_n..mass.ratio.,soc..g.cm.2.,soc_carbon_flag,soc_method,ph_method,ph_cacl,ph_h2o,ph_other,caco3..percent.,sand_tot_psa..percent.,silt_tot_psa..percent.,clay_tot_psa..percent.,wpg2_method,wpg2..percent.,cat_exch..cmol.H..kg.1.,al_dith..specified.by.al_fe_units.,al_ox..specified.by.al_fe_units.,al_other..specified.by.al_fe_units.,fe_dith..specified.by.al_fe_units.,fe_ox..specified.by.al_fe_units.,fe_other..specified.by.al_fe_units.,mn_dith..specified.by.al_fe_units.,mn_ox..specified.by.al_fe_units.,mn_other..specified.by.al_fe_units.,al_fe_units..extract_units.,al_fe_method,ca_al..specified.by.bc_units.,ca_ext..specified.by.bc_units.,k_ext..specified.by.bc_units.,mg_ext..specified.by.bc_units.,na_ext..specified.by.bc_units.,bc_units..extract_units.,bc_method,base_sum..specified.by.cec_h_units.,cec_sum..specified.by.cec_h_units.,ecec..specified.by.cec_h_units.,cec_h_units..extract_units.,bs..percent.,bs_sum..percent.,h_ext..specified.by.metal_ext_units.,zn_ext..specified.by.metal_ext_units.,metal_ext_units..extract_units.,metal_ext_method,p_bray..specified.by.p_units.,p_ox..specified.by.p_units.,p_meh..specified.by.p_units.,p_other..specified.by.p_units.,p_units..extract_units.,p_method,root_quant_size,root_weight..g.,X15n....,X13c....,X14c....,X14c_sigma....,X14c_age..BP.,X14c_age_sigma..BP.,fraction_modern,fraction_modern_sigma,textureClass,locator_parent_alias,DOS.hzn,foresttype,
213,Jorgensen_NPS,WRST_T08_07_2004,WRST_T08_07_2004,97,53258,91.44,c(554318.593442512,6637634.20163356),NA,ISCN No SOC stock computation,59.87272,-140.02986,WGS84,Alaska,United States,38172,WRST_T08_07_2004_1,0,1,NA,O,Oi,NA,NA,II.B.1.b.,NA,Typic Cryorthent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no_soc [no c or bd],no fill,NA,NA,NA,NA,NA,NA,NA,NA,NA,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oi,NA,Oi,cottonwood
214,Jorgensen_NPS,WRST_T08_07_2004,WRST_T08_07_2004,97,53258,91.44,c(554318.593442512,6637634.20163356),NA,ISCN No SOC stock computation,59.87272,-140.02986,WGS84,Alaska,United States,38172,WRST_T08_07_2004_50,1,50,NA,C,C,NA,10YR3/2,II.B.1.b.,NA,Typic Cryorthent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no_soc [no c or bd],no fill,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cos,NA,min,cottonwood
215,Jorgensen_NPS,WRST_T08_09_2004,WRST_T08_09_2004,45,53258,91.44,c(555179.132371894,6637382.92975039),NA,ISCN No SOC stock computation,59.87035,-140.01456,WGS84,Alaska,United States,38172,WRST_T08_09_2004_4,0,4,NA,O,Oi,NA,7.5YR2.5/3,NA,NA,Typic Cryorthent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no_soc [no c or bd],no fill,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oi,NA,Oi,cottonwood
216,Jorgensen_NPS,WRST_T08_09_2004,WRST_T08_09_2004,45,53258,91.44,c(555179.132371894,6637382.92975039),NA,ISCN No SOC stock computation,59.87035,-140.01456,WGS84,Alaska,United States,38172,WRST_T08_09_2004_52,4,52,NA,C,C,NA,2.5Y2.5/1,NA,NA,Typic Cryorthent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no_soc [no c or bd],no fill,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ls,NA,min,cottonwood
217,Jorgensen_NPS,WRST_T09_01_2004,WRST_T09_01_2004,6,43356,30.48,c(569930.438677612,6640092.38003204),NA,ISCN No SOC stock computation,59.89244,-139.75027,WGS84,Alaska,United States,38174,WRST_T09_01_2004_3,0,3,NA,?,unknown,NA,2.5Y31,NA,NA,Oxyaquic Cryopsamments,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no_soc [no c or bd],no fill,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,fs,NA,NA,cottonwood
218,Jorgensen_NPS,WRST_T09_01_2004,WRST_T09_01_2004,6,43356,30.48,c(569930.438677612,6640092.38003204),NA,ISCN No SOC stock computation,59.89244,-139.75027,WGS84,Alaska,United States,38174,WRST_T09_01_2004_9,3,8,NA,?,unknown,NA,2.5Y31,NA,NA,Oxyaquic Cryopsamments,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no_soc [no c or bd],no fill,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ms,NA,NA,cottonwood
219,Jorgensen_NPS,WRST_T09_01_2004,WRST_T09_01_2004,6,43356,30.48,c(569930.438677612,6640092.38003204),NA,ISCN No SOC stock computation,59.89244,-139.75027,WGS84,Alaska,United States,38174,WRST_T09_01_2004_32,8,31,NA,?,unknown,NA,2.5Y31,NA,NA,Oxyaquic Cryopsamments,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no_soc [no c or bd],no fill,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,fs,NA,NA,cottonwood
220,Jorgensen_NPS,WRST_T09_01_2004,WRST_T09_01_2004,6,43356,30.48,c(569930.438677612,6640092.38003204),NA,ISCN No SOC stock computation,59.89244,-139.75027,WGS84,Alaska,United States,38174,WRST_T09_01_2004_37,31,36,NA,?,unknown,NA,2.5Y31,NA,NA,Oxyaquic Cryopsamments,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no_soc [no c or bd],no fill,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ms,NA,NA,cottonwood
221,Jorgensen_NPS,WRST_T09_01_2004,WRST_T09_01_2004,6,43356,30.48,c(569930.438677612,6640092.38003204),NA,ISCN No SOC stock computation,59.89244,-139.75027,WGS84,Alaska,United States,38174,WRST_T09_01_2004_50,36,49,NA,?,unknown,NA,2.5Y31,NA,NA,Oxyaquic Cryopsamments,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no_soc [no c or bd],no fill,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,fs,NA,NA,cottonwood
222,Jorgensen_NPS,WRST_T09_01_2004,WRST_T09_01_2004,6,43356,30.48,c(569930.438677612,6640092.38003204),NA,ISCN No SOC stock computation,59.89244,-139.75027,WGS84,Alaska,United States,38174,WRST_T09_01_2004_9:3020,49,54,NA,?,unknown,NA,2.5Y31,NA,NA,Oxyaquic Cryopsamments,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no_soc [no c or bd],no fill,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ms,NA,NA,cottonwood
223,Jorgensen_NPS,WRST_T09_02_2004,WRST_T09_02_2004,4,43356,30.48,c(569861.051759791,6640032.03325914),NA,ISCN No SOC stock computation,59.89191,-139.75153,WGS84,Alaska,United States,38174,WRST_T09_02_2004_3,0,3,NA,?,unknown,NA,10YR41,III.B.2.a.,NA,Oxyaquic Cryopsamments,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no_soc [no c or bd],no fill,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oi,NA,NA,cottonwood
224,Jorgensen_NPS,WRST_T09_02_2004,WRST_T09_02_2004,4,43356,30.48,c(569861.051759791,6640032.03325914),NA,ISCN No SOC stock computation,59.89191,-139.75153,WGS84,Alaska,United States,38174,WRST_T09_02_2004_15,3,15,NA,?,unknown,NA,10YR41,III.B.2.a.,NA,Oxyaquic Cryopsamments,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no_soc [no c or bd],no fill,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,si,NA,NA,cottonwood
225,Jorgensen_NPS,WRST_T09_02_2004,WRST_T09_02_2004,4,43356,30.48,c(569861.051759791,6640032.03325914),NA,ISCN No SOC stock computation,59.89191,-139.75153,WGS84,Alaska,United States,38174,WRST_T09_02_2004_30,15,30,NA,?,unknown,NA,2.5Y32,III.B.2.a.,NA,Oxyaquic Cryopsamments,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no_soc [no c or bd],no fill,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,fs,NA,NA,cottonwood
226,Jorgensen_NPS,WRST_T09_02_2004,WRST_T09_02_2004,4,43356,30.48,c(569861.051759791,6640032.03325914),NA,ISCN No SOC stock computation,59.89191,-139.75153,WGS84,Alaska,United States,38174,WRST_T09_02_2004_50,30,50,NA,?,unknown,NA,5Y31,III.B.2.a.,NA,Oxyaquic Cryopsamments,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no_soc [no c or bd],no fill,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ms,NA,NA,cottonwood
227,Jorgensen_NPS,WRST_T09_03_2004,WRST_T09_03_2004,5,43356,30.48,c(569626.243491537,6639868.32308514),NA,ISCN No SOC stock computation,59.89048,-139.75578,WGS84,Alaska,United States,38174,WRST_T09_03_2004_5,0,5,NA,?,unknown,NA,5Y2.51,III.A.3.d.,NA,Typic Cryaquents Subgroup,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no_soc [no c or bd],no fill,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oi,NA,NA,cottonwood
228,Jorgensen_NPS,WRST_T09_03_2004,WRST_T09_03_2004,5,43356,30.48,c(569626.243491537,6639868.32308514),NA,ISCN No SOC stock computation,59.89048,-139.75578,WGS84,Alaska,United States,38174,WRST_T09_03_2004_15,5,15,NA,?,unknown,NA,NA,III.A.3.d.,NA,Typic Cryaquents Subgroup,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no_soc [no c or bd],no fill,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,si,NA,NA,cottonwood
229,Jorgensen_NPS,WRST_T09_03_2004,WRST_T09_03_2004,5,43356,30.48,c(569626.243491537,6639868.32308514),NA,ISCN No SOC stock computation,59.89048,-139.75578,WGS84,Alaska,United States,38174,WRST_T09_03_2004_17,15,17,NA,?,unknown,NA,NA,III.A.3.d.,NA,Typic Cryaquents Subgroup,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no_soc [no c or bd],no fill,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oi,NA,NA,cottonwood
230,Jorgensen_NPS,WRST_T09_03_2004,WRST_T09_03_2004,5,43356,30.48,c(569626.243491537,6639868.32308514),NA,ISCN No SOC stock computation,59.89048,-139.75578,WGS84,Alaska,United States,38174,WRST_T09_03_2004_27,17,27,NA,?,unknown,NA,NA,III.A.3.d.,NA,Typic Cryaquents Subgroup,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no_soc [no c or bd],no fill,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,si,NA,NA,cottonwood
231,Jorgensen_NPS,WRST_T09_03_2004,WRST_T09_03_2004,5,43356,30.48,c(569626.243491537,6639868.32308514),NA,ISCN No SOC stock computation,59.89048,-139.75578,WGS84,Alaska,United States,38174,WRST_T09_03_2004_29,27,29,NA,?,unknown,NA,NA,III.A.3.d.,NA,Typic Cryaquents Subgroup,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no_soc [no c or bd],no fill,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oi,NA,NA,cottonwood
232,Jorgensen_NPS,WRST_T09_03_2004,WRST_T09_03_2004,5,43356,30.48,c(569626.243491537,6639868.32308514),NA,ISCN No SOC stock computation,59.89048,-139.75578,WGS84,Alaska,United States,38174,WRST_T09_03_2004_60,29,60,NA,?,unknown,NA,NA,III.A.3.d.,NA,Typic Cryaquents Subgroup,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no_soc [no c or bd],no fill,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cottonwood
233,Jorgensen_NPS,WRST_T09_04_2004,WRST_T09_04_2004,11,43356,30.48,c(569566.171855178,6639818.18239585),NA,ISCN No SOC stock computation,59.89004,-139.75687,WGS84,Alaska,United States,38174,WRST_T09_04_2004_3,0,3,NA,?,unknown,NA,10YR22,II.B.1.d.,NA,Oxyaquic Cryorthents,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no_soc [no c or bd],no fill,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oi,NA,NA,cottonwood
234,Jorgensen_NPS,WRST_T09_04_2004,WRST_T09_04_2004,11,43356,30.48,c(569566.171855178,6639818.18239585),NA,ISCN No SOC stock computation,59.89004,-139.75687,WGS84,Alaska,United States,38174,WRST_T09_04_2004_19,3,19,NA,?,unknown,NA,5Y31,II.B.1.d.,NA,Oxyaquic Cryorthents,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no_soc [no c or bd],no fill,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,si,NA,NA,cottonwood
235,Jorgensen_NPS,WRST_T09_04_2004,WRST_T09_04_2004,11,43356,30.48,c(569566.171855178,6639818.18239585),NA,ISCN No SOC stock computation,59.89004,-139.75687,WGS84,Alaska,United States,38174,WRST_T09_04_2004_45,19,45,NA,?,unknown,NA,2.5Y2.51,II.B.1.d.,NA,Oxyaquic Cryorthents,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no_soc [no c or bd],no fill,NA,NA,NA,NA,NA,NA,NA,NA,NA,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ms,NA,NA,cottonwood
236,Jorgensen_NPS,WRST_T09_05_2004,WRST_T09_05_2004,5,43356,30.48,c(569678.949863395,6639952.8578725),NA,ISCN No SOC stock computation,59.89123,-139.75481,WGS84,Alaska,United States,38174,WRST_T09_05_2004_50,0,50,NA,?,unknown,NA,2.5Y2.51,NA,NA,Typic Cryaquents Subgroup,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no_soc [no c or bd],no fill,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,s,NA,NA,cottonwood
237,Jorgensen_NPS,WRST_T10_01_2004,WRST_T10_01_2004,22,12347,30.48,c(541849.773001113,6622928.22873587),NA,ISCN No SOC stock computation,59.74213,-140.25548,WGS84,Alaska,United States,38171,WRST_T10_01_2004_39,0,39,NA,O,O,NA,NA,NA,NA,Terric Cryofibrists,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no_soc [no c or bd],no fill,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oi,NA,NA,sitka-spruce
238,Jorgensen_NPS,WRST_T10_01_2004,WRST_T10_01_2004,22,12347,30.48,c(541849.773001113,6622928.22873587),NA,ISCN No SOC stock computation,59.74213,-140.25548,WGS84,Alaska,United States,38171,WRST_T10_01_2004_57,39,57,NA,O,O,NA,NA,NA,NA,Terric Cryofibrists,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no_soc [no c or bd],no fill,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oi,NA,NA,sitka-spruce
239,Jorgensen_NPS,WRST_T10_01_2004,WRST_T10_01_2004,22,29096,30.48,c(541849.773001113,6622928.22873587),NA,ISCN No SOC stock computation,59.74213,-140.25548,WGS84,Alaska,United States,38171,WRST_T10_01_2004_39,0,39,NA,O,O,NA,NA,NA,NA,Terric Cryofibrists,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no_soc [no c or bd],no fill,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oi,NA,NA,sitka-spruce
240,Jorgensen_NPS,WRST_T10_01_2004,WRST_T10_01_2004,22,29096,30.48,c(541849.773001113,6622928.22873587),NA,ISCN No SOC stock computation,59.74213,-140.25548,WGS84,Alaska,United States,38171,WRST_T10_01_2004_57,39,57,NA,O,O,NA,NA,NA,NA,Terric Cryofibrists,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no_soc [no c or bd],no fill,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oi,NA,NA,sitka-spruce
241,Jorgensen_NPS,WRST_T10_01_2004,WRST_T10_01_2004,22,36841,30.48,c(541849.773001113,6622928.22873587),NA,ISCN No SOC stock computation,59.74213,-140.25548,WGS84,Alaska,United States,38171,WRST_T10_01_2004_39,0,39,NA,O,O,NA,NA,NA,NA,Terric Cryofibrists,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no_soc [no c or bd],no fill,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oi,NA,NA,sitka-spruce
242,Jorgensen_NPS,WRST_T10_01_2004,WRST_T10_01_2004,22,36841,30.48,c(541849.773001113,6622928.22873587),NA,ISCN No SOC stock computation,59.74213,-140.25548,WGS84,Alaska,United States,38171,WRST_T10_01_2004_57,39,57,NA,O,O,NA,NA,NA,NA,Terric Cryofibrists,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no_soc [no c or bd],no fill,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oi,NA,NA,sitka-spruce
243,Jorgensen_NPS,WRST_T10_01_2004,WRST_T10_01_2004,22,51561,30.48,c(541849.773001113,6622928.22873587),NA,ISCN No SOC stock computation,59.74213,-140.25548,WGS84,Alaska,United States,38171,WRST_T10_01_2004_39,0,39,NA,O,O,NA,NA,NA,NA,Terric Cryofibrists,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no_soc [no c or bd],no fill,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oi,NA,NA,sitka-spruce
244,Jorgensen_NPS,WRST_T10_01_2004,WRST_T10_01_2004,22,51561,30.48,c(541849.773001113,6622928.22873587),NA,ISCN No SOC stock computation,59.74213,-140.25548,WGS84,Alaska,United States,38171,WRST_T10_01_2004_57,39,57,NA,O,O,NA,NA,NA,NA,Terric Cryofibrists,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no_soc [no c or bd],no fill,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oi,NA,NA,sitka-spruce
