,dataset_name_sub,site_name,profile_name,elevation..m.,tree_Plot,tree_ELEV,geometry_profile,ISCN.1.1..2015.12.10.,dataset_name_soc,lat..dec..deg.,long..dec..deg.,datum..datum.,state..state_province.,country..country.,observation_date..YYYY.MM.DD.,layer_name,layer_top..cm.,layer_bot..cm.,hzn_desgn_other,hzn,hzn_desgn,layer_note,color,vegclass_local,soil_taxon,soil_series,bd_method,bd_samp..g.cm.3.,bd_tot..g.cm.3.,bd_whole..g.cm.3.,bd_other..g.cm.3.,bdNRCS_prep_code,cNRCS_prep_code,c_method,c_tot..percent.,oc..percent.,loi..percent.,n_tot..percent.,c_to_n..mass.ratio.,soc..g.cm.2.,soc_carbon_flag,soc_method,ph_method,ph_cacl,ph_h2o,ph_other,caco3..percent.,sand_tot_psa..percent.,silt_tot_psa..percent.,clay_tot_psa..percent.,wpg2_method,wpg2..percent.,cat_exch..cmol.H..kg.1.,al_dith..specified.by.al_fe_units.,al_ox..specified.by.al_fe_units.,al_other..specified.by.al_fe_units.,fe_dith..specified.by.al_fe_units.,fe_ox..specified.by.al_fe_units.,fe_other..specified.by.al_fe_units.,mn_dith..specified.by.al_fe_units.,mn_ox..specified.by.al_fe_units.,mn_other..specified.by.al_fe_units.,al_fe_units..extract_units.,al_fe_method,ca_al..specified.by.bc_units.,ca_ext..specified.by.bc_units.,k_ext..specified.by.bc_units.,mg_ext..specified.by.bc_units.,na_ext..specified.by.bc_units.,bc_units..extract_units.,bc_method,base_sum..specified.by.cec_h_units.,cec_sum..specified.by.cec_h_units.,ecec..specified.by.cec_h_units.,cec_h_units..extract_units.,bs..percent.,bs_sum..percent.,h_ext..specified.by.metal_ext_units.,zn_ext..specified.by.metal_ext_units.,metal_ext_units..extract_units.,metal_ext_method,p_bray..specified.by.p_units.,p_ox..specified.by.p_units.,p_meh..specified.by.p_units.,p_other..specified.by.p_units.,p_units..extract_units.,p_method,root_quant_size,root_weight..g.,X15n....,X13c....,X14c....,X14c_sigma....,X14c_age..BP.,X14c_age_sigma..BP.,fraction_modern,fraction_modern_sigma,textureClass,locator_parent_alias,DOS.hzn,foresttype,
607,NRCS Sept/2014,S1981AK280001,82P0545,31,8266,30.48,c(934977.221522628,6323268.81421498),NA,ISCN No SOC stock computation,56.84861,-133.86111,WGS84,Alaska,United States,29707,82P02773,8,0,NA,O,Oa,NA,NA,NA,Dysic Lithic Cryofolists,McGilvery,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no_soc [no c or bd],no fill,NA,3.4,3.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.4,0.7,3.2,0.7,meq 100g-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81AK280001,Oe,lodgepole-pine
608,NRCS Sept/2014,S1981AK280001,82P0545,31,8266,30.48,c(934977.221522628,6323268.81421498),NA,ISCN No SOC stock computation,56.84861,-133.86111,WGS84,Alaska,United States,29707,82P02772,18,8,NA,O,Oe,NA,NA,NA,Dysic Lithic Cryofolists,McGilvery,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no_soc [no c or bd],no fill,NA,3.1,3.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.4,1.4,9.1,1,meq 100g-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81AK280001,Oe,lodgepole-pine
609,NRCS Sept/2014,S1981AK280001,82P0545,31,8266,30.48,c(934977.221522628,6323268.81421498),NA,ISCN No SOC stock computation,56.84861,-133.86111,WGS84,Alaska,United States,29707,82P02771,23,18,NA,O,Oi,NA,NA,NA,Dysic Lithic Cryofolists,McGilvery,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no_soc [no c or bd],no fill,NA,3.5,3.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.4,2.3,7,1.1,meq 100g-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81AK280001,Oi,lodgepole-pine
610,NRCS Sept/2014,S1981AK280001,82P0545,31,36626,30.48,c(934977.221522628,6323268.81421498),NA,ISCN No SOC stock computation,56.84861,-133.86111,WGS84,Alaska,United States,29707,82P02774,0,5,NA,C,C,NA,NA,NA,Dysic Lithic Cryofolists,McGilvery,NA,NA,NA,1.45,NA,S,S,NA,NA,8.35,NA,0.3,NA,0.605375,soc [oc*bd_whole],no fill,NA,3.8,4.3,NA,NA,41,56,3,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7,0.1,0.5,0.1,meq 100g-1,NA,1.4,43.1,7.8,meq 100g-1,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81AK280001,min,lodgepole-pine
611,NRCS Sept/2014,S1981AK280001,82P0545,31,36626,30.48,c(934977.221522628,6323268.81421498),NA,ISCN No SOC stock computation,56.84861,-133.86111,WGS84,Alaska,United States,29707,82P02773,8,0,NA,O,Oa,NA,NA,NA,Dysic Lithic Cryofolists,McGilvery,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no_soc [no c or bd],no fill,NA,3.4,3.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.4,0.7,3.2,0.7,meq 100g-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81AK280001,Oe,lodgepole-pine
612,NRCS Sept/2014,S1981AK280001,82P0545,31,36626,30.48,c(934977.221522628,6323268.81421498),NA,ISCN No SOC stock computation,56.84861,-133.86111,WGS84,Alaska,United States,29707,82P02772,18,8,NA,O,Oe,NA,NA,NA,Dysic Lithic Cryofolists,McGilvery,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no_soc [no c or bd],no fill,NA,3.1,3.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.4,1.4,9.1,1,meq 100g-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81AK280001,Oe,lodgepole-pine
613,NRCS Sept/2014,S1981AK280001,82P0545,31,36626,30.48,c(934977.221522628,6323268.81421498),NA,ISCN No SOC stock computation,56.84861,-133.86111,WGS84,Alaska,United States,29707,82P02771,23,18,NA,O,Oi,NA,NA,NA,Dysic Lithic Cryofolists,McGilvery,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no_soc [no c or bd],no fill,NA,3.5,3.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.4,2.3,7,1.1,meq 100g-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81AK280001,Oi,lodgepole-pine
614,NRCS Sept/2014,S1981AK280002,82P0546,28,42328,30.48,c(1014256.22340767,6260628.01589327),NA,ISCN No SOC stock computation,56.21111,-132.69806,WGS84,Alaska,United States,29799,82P02776,0,5,NA,E,E,NA,NA,NA,"Loamy-skeletal, mixed, subactive Lithic Humicryods",Mosman,NA,NA,NA,1.72,NA,S,S,NA,NA,4.17,NA,0.1,NA,0.35862,soc [oc*bd_whole],no fill,NA,3.3,3.5,NA,NA,35,53,12,NA,35,NA,0.1,NA,0.1,0.2,NA,0.1,0,NA,NA,percent_mass,NA,NA,0.2,0.2,0.4,0.1,meq 100g-1,NA,0.9,26.7,11.8,meq 100g-1,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81AK280002,min,western-hemlock
615,NRCS Sept/2014,S1981AK280002,82P0546,28,42328,30.48,c(1014256.22340767,6260628.01589327),NA,ISCN No SOC stock computation,56.21111,-132.69806,WGS84,Alaska,United States,29799,82P02775,8,0,NA,O,Oa,NA,NA,NA,"Loamy-skeletal, mixed, subactive Lithic Humicryods",Mosman,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no_soc [no c or bd],no fill,NA,3,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,2,5.4,0.7,meq 100g-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81AK280002,Oe,western-hemlock
616,NRCS Sept/2014,S1981AK280003,82P0547,31,42328,30.48,c(1014326.8031748,6260480.22758674),NA,ISCN No SOC stock computation,56.20972,-132.69722,WGS84,Alaska,United States,29799,82P02778,0,10,NA,E,E,NA,NA,NA,"Loamy, mixed, superactive Lithic Humicryods",Mosman,NA,NA,NA,1.75,NA,S,S,NA,NA,5.55,NA,0.2,NA,0.97125,soc [oc*bd_whole],no fill,NA,3.5,3.8,NA,NA,35,58,7,NA,38,NA,0.2,NA,0.2,0.3,NA,0.2,0,NA,NA,percent_mass,NA,NA,0.2,0.1,0.3,0.1,meq 100g-1,NA,0.7,26.4,7.3,meq 100g-1,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81AK280003,min,western-hemlock
617,NRCS Sept/2014,S1981AK280003,82P0547,31,42328,30.48,c(1014326.8031748,6260480.22758674),NA,ISCN No SOC stock computation,56.20972,-132.69722,WGS84,Alaska,United States,29799,82P02777,10,0,NA,O,Oa,NA,NA,NA,"Loamy, mixed, superactive Lithic Humicryods",Mosman,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no_soc [no c or bd],no fill,NA,3,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.7,1.8,7.2,0.8,meq 100g-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81AK280003,Oe,western-hemlock
618,NRCS Sept/2014,S1981AK280003,82P0547,31,42328,30.48,c(1014326.8031748,6260480.22758674),NA,ISCN No SOC stock computation,56.20972,-132.69722,WGS84,Alaska,United States,29799,82P02779,10,13,NA,B,Bs,NA,NA,NA,"Loamy, mixed, superactive Lithic Humicryods",Mosman,NA,NA,NA,1.7,NA,S,S,NA,NA,11.25,NA,0.5,NA,0.57375,soc [oc*bd_whole],no fill,NA,3.6,4,NA,NA,25,61,14,NA,31,NA,1.1,NA,1,3.1,NA,2.1,0,NA,NA,percent_mass,NA,NA,0.4,0.2,0.4,0.4,meq 100g-1,NA,1.4,63.6,16.6,meq 100g-1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81AK280003,min,western-hemlock
619,NRCS Sept/2014,S1981AK280006,82P0550,31,7694,30.48,c(942821.44004856,6294332.88011923),NA,ISCN No SOC stock computation,56.58333,-133.78334,WGS84,Alaska,United States,29799,82P02792,0,10,NA,B,Bhs,NA,NA,NA,"Coarse-loamy, mixed, active Typic Humicryod",Plot No. 120,NA,NA,NA,1.57,NA,S,S,NA,NA,18.65,NA,0.8,NA,2.92805,soc [oc*bd_whole],no fill,NA,3.5,4,NA,NA,46,45,9,NA,17,NA,2,NA,2,3.5,NA,2.6,0,NA,NA,percent_mass,NA,NA,1,0.7,0.7,0.3,meq 100g-1,NA,2.7,97.3,23.1,meq 100g-1,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81AK280006,min,western-hemlock
620,NRCS Sept/2014,S1981AK280006,82P0550,31,7694,30.48,c(942821.44004856,6294332.88011923),NA,ISCN No SOC stock computation,56.58333,-133.78334,WGS84,Alaska,United States,29799,82P02793,10,28,NA,B,Bs,NA,NA,NA,"Coarse-loamy, mixed, active Typic Humicryod",Plot No. 120,NA,NA,NA,1.57,NA,S,S,NA,NA,9.53,NA,0.3,NA,2.69318,soc [oc*bd_whole],no fill,NA,4.7,4.9,NA,NA,57,39,4,NA,17,NA,4.9,NA,2.8,5.6,NA,1.9,0,NA,NA,percent_mass,NA,NA,0.1,0.1,0.1,0.1,meq 100g-1,NA,0.4,74.3,3.8,meq 100g-1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81AK280006,min,western-hemlock
621,NRCS Sept/2014,S1981AK280006,82P0550,31,7694,30.48,c(942821.44004856,6294332.88011923),NA,ISCN No SOC stock computation,56.58333,-133.78334,WGS84,Alaska,United States,29799,82P02791,13,0,NA,O,O,NA,NA,NA,"Coarse-loamy, mixed, active Typic Humicryod",Plot No. 120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no_soc [no c or bd],no fill,NA,2.9,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.5,1.8,8.2,1.1,meq 100g-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81AK280006,NA,western-hemlock
622,NRCS Sept/2014,S1981AK280006,82P0550,31,7694,30.48,c(942821.44004856,6294332.88011923),NA,ISCN No SOC stock computation,56.58333,-133.78334,WGS84,Alaska,United States,29799,82P02794,28,152,NA,C,C,NA,NA,NA,"Coarse-loamy, mixed, active Typic Humicryod",Plot No. 120,NA,NA,NA,1.57,NA,S,S,NA,NA,6.27,NA,0.2,NA,12.2064,soc [oc*bd_whole],no fill,NA,5.1,5.3,NA,NA,60,37,3,NA,17,NA,2.8,NA,1.7,4.8,NA,1.1,0,NA,NA,percent_mass,NA,NA,0.3,0.2,0.1,0.2,meq 100g-1,NA,0.8,50.6,1.3,meq 100g-1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81AK280006,min,western-hemlock
623,NRCS Sept/2014,S1981AK280006,82P0550,31,56601,30.48,c(942821.44004856,6294332.88011923),NA,ISCN No SOC stock computation,56.58333,-133.78334,WGS84,Alaska,United States,29799,82P02792,0,10,NA,B,Bhs,NA,NA,NA,"Coarse-loamy, mixed, active Typic Humicryod",Plot No. 120,NA,NA,NA,1.57,NA,S,S,NA,NA,18.65,NA,0.8,NA,2.92805,soc [oc*bd_whole],no fill,NA,3.5,4,NA,NA,46,45,9,NA,17,NA,2,NA,2,3.5,NA,2.6,0,NA,NA,percent_mass,NA,NA,1,0.7,0.7,0.3,meq 100g-1,NA,2.7,97.3,23.1,meq 100g-1,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81AK280006,min,western-hemlock
624,NRCS Sept/2014,S1981AK280006,82P0550,31,56601,30.48,c(942821.44004856,6294332.88011923),NA,ISCN No SOC stock computation,56.58333,-133.78334,WGS84,Alaska,United States,29799,82P02793,10,28,NA,B,Bs,NA,NA,NA,"Coarse-loamy, mixed, active Typic Humicryod",Plot No. 120,NA,NA,NA,1.57,NA,S,S,NA,NA,9.53,NA,0.3,NA,2.69318,soc [oc*bd_whole],no fill,NA,4.7,4.9,NA,NA,57,39,4,NA,17,NA,4.9,NA,2.8,5.6,NA,1.9,0,NA,NA,percent_mass,NA,NA,0.1,0.1,0.1,0.1,meq 100g-1,NA,0.4,74.3,3.8,meq 100g-1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81AK280006,min,western-hemlock
625,NRCS Sept/2014,S1981AK280006,82P0550,31,56601,30.48,c(942821.44004856,6294332.88011923),NA,ISCN No SOC stock computation,56.58333,-133.78334,WGS84,Alaska,United States,29799,82P02791,13,0,NA,O,O,NA,NA,NA,"Coarse-loamy, mixed, active Typic Humicryod",Plot No. 120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no_soc [no c or bd],no fill,NA,2.9,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.5,1.8,8.2,1.1,meq 100g-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81AK280006,NA,western-hemlock
626,NRCS Sept/2014,S1981AK280006,82P0550,31,56601,30.48,c(942821.44004856,6294332.88011923),NA,ISCN No SOC stock computation,56.58333,-133.78334,WGS84,Alaska,United States,29799,82P02794,28,152,NA,C,C,NA,NA,NA,"Coarse-loamy, mixed, active Typic Humicryod",Plot No. 120,NA,NA,NA,1.57,NA,S,S,NA,NA,6.27,NA,0.2,NA,12.2064,soc [oc*bd_whole],no fill,NA,5.1,5.3,NA,NA,60,37,3,NA,17,NA,2.8,NA,1.7,4.8,NA,1.1,0,NA,NA,percent_mass,NA,NA,0.3,0.2,0.1,0.2,meq 100g-1,NA,0.8,50.6,1.3,meq 100g-1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81AK280006,min,western-hemlock
627,NRCS Sept/2014,S1981AK280006,82P0550,31,65119,30.48,c(942821.44004856,6294332.88011923),NA,ISCN No SOC stock computation,56.58333,-133.78334,WGS84,Alaska,United States,29799,82P02792,0,10,NA,B,Bhs,NA,NA,NA,"Coarse-loamy, mixed, active Typic Humicryod",Plot No. 120,NA,NA,NA,1.57,NA,S,S,NA,NA,18.65,NA,0.8,NA,2.92805,soc [oc*bd_whole],no fill,NA,3.5,4,NA,NA,46,45,9,NA,17,NA,2,NA,2,3.5,NA,2.6,0,NA,NA,percent_mass,NA,NA,1,0.7,0.7,0.3,meq 100g-1,NA,2.7,97.3,23.1,meq 100g-1,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81AK280006,min,alaska-yellow-cedar
628,NRCS Sept/2014,S1981AK280006,82P0550,31,65119,30.48,c(942821.44004856,6294332.88011923),NA,ISCN No SOC stock computation,56.58333,-133.78334,WGS84,Alaska,United States,29799,82P02793,10,28,NA,B,Bs,NA,NA,NA,"Coarse-loamy, mixed, active Typic Humicryod",Plot No. 120,NA,NA,NA,1.57,NA,S,S,NA,NA,9.53,NA,0.3,NA,2.69318,soc [oc*bd_whole],no fill,NA,4.7,4.9,NA,NA,57,39,4,NA,17,NA,4.9,NA,2.8,5.6,NA,1.9,0,NA,NA,percent_mass,NA,NA,0.1,0.1,0.1,0.1,meq 100g-1,NA,0.4,74.3,3.8,meq 100g-1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81AK280006,min,alaska-yellow-cedar
629,NRCS Sept/2014,S1981AK280006,82P0550,31,65119,30.48,c(942821.44004856,6294332.88011923),NA,ISCN No SOC stock computation,56.58333,-133.78334,WGS84,Alaska,United States,29799,82P02791,13,0,NA,O,O,NA,NA,NA,"Coarse-loamy, mixed, active Typic Humicryod",Plot No. 120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no_soc [no c or bd],no fill,NA,2.9,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.5,1.8,8.2,1.1,meq 100g-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81AK280006,NA,alaska-yellow-cedar
630,NRCS Sept/2014,S1981AK280006,82P0550,31,65119,30.48,c(942821.44004856,6294332.88011923),NA,ISCN No SOC stock computation,56.58333,-133.78334,WGS84,Alaska,United States,29799,82P02794,28,152,NA,C,C,NA,NA,NA,"Coarse-loamy, mixed, active Typic Humicryod",Plot No. 120,NA,NA,NA,1.57,NA,S,S,NA,NA,6.27,NA,0.2,NA,12.2064,soc [oc*bd_whole],no fill,NA,5.1,5.3,NA,NA,60,37,3,NA,17,NA,2.8,NA,1.7,4.8,NA,1.1,0,NA,NA,percent_mass,NA,NA,0.3,0.2,0.1,0.2,meq 100g-1,NA,0.8,50.6,1.3,meq 100g-1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81AK280006,min,alaska-yellow-cedar
631,NRCS Sept/2014,S1981AK280010,82P0554,9,17716,30.48,c(913299.833791223,6304394.87516735),NA,ISCN No SOC stock computation,56.7,-134.24445,WGS84,Alaska,United States,29738,82P02815,0,3,NA,E,E,NA,NA,NA,"Coarse-loamy over sandy or sandy-skeletal, mixed, superactive Typic Humicryods",Tuxekan,NA,NA,NA,1.45,NA,S,S,NA,NA,5.87,NA,0.3,NA,0.255345,soc [oc*bd_whole],no fill,NA,3.3,3.9,NA,NA,65,32,3,NA,0,NA,0.2,NA,0.1,0.6,NA,0.2,0,NA,NA,percent_mass,NA,NA,2.8,0.1,0.8,0.3,meq 100g-1,NA,4,34.5,9.2,meq 100g-1,18,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81AK280010,min,red-alder
632,NRCS Sept/2014,S1981AK280010,82P0554,9,17716,30.48,c(913299.833791223,6304394.87516735),NA,ISCN No SOC stock computation,56.7,-134.24445,WGS84,Alaska,United States,29738,82P02815,0,3,NA,E,E,NA,NA,NA,"Coarse-loamy over sandy or sandy-skeletal, mixed, superactive Typic Humicryods",Tuxekan,NA,NA,NA,1.45,NA,S,S,NA,NA,5.87,NA,0.3,NA,0.255345,soc [oc*bd_whole],no fill,NA,3.3,3.9,NA,NA,65,32,3,NA,0,NA,0.2,NA,0.1,0.6,NA,0.2,0,NA,NA,percent_mass,NA,NA,2.8,0.1,0.8,0.3,meq 100g-1,NA,4,34.5,9.2,meq 100g-1,18,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81AK280010,min,sitka-spruce
633,NRCS Sept/2014,S1981AK280010,82P0554,9,17716,30.48,c(913299.833791223,6304394.87516735),NA,ISCN No SOC stock computation,56.7,-134.24445,WGS84,Alaska,United States,29738,82P02816,3,8,NA,B,Bh,NA,NA,NA,"Coarse-loamy over sandy or sandy-skeletal, mixed, superactive Typic Humicryods",Tuxekan,NA,NA,NA,1.45,NA,S,S,NA,NA,9.71,NA,0.5,NA,0.703975,soc [oc*bd_whole],no fill,NA,3.6,4.1,NA,NA,67,28,4,NA,0,NA,0.8,NA,0.7,2.5,NA,1.8,0,NA,NA,percent_mass,NA,NA,1.9,0.1,0.9,0.3,meq 100g-1,NA,3.2,72.5,14.5,meq 100g-1,6,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81AK280010,min,red-alder
634,NRCS Sept/2014,S1981AK280010,82P0554,9,17716,30.48,c(913299.833791223,6304394.87516735),NA,ISCN No SOC stock computation,56.7,-134.24445,WGS84,Alaska,United States,29738,82P02816,3,8,NA,B,Bh,NA,NA,NA,"Coarse-loamy over sandy or sandy-skeletal, mixed, superactive Typic Humicryods",Tuxekan,NA,NA,NA,1.45,NA,S,S,NA,NA,9.71,NA,0.5,NA,0.703975,soc [oc*bd_whole],no fill,NA,3.6,4.1,NA,NA,67,28,4,NA,0,NA,0.8,NA,0.7,2.5,NA,1.8,0,NA,NA,percent_mass,NA,NA,1.9,0.1,0.9,0.3,meq 100g-1,NA,3.2,72.5,14.5,meq 100g-1,6,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81AK280010,min,sitka-spruce
635,NRCS Sept/2014,S1981AK280010,82P0554,9,17716,30.48,c(913299.833791223,6304394.87516735),NA,ISCN No SOC stock computation,56.7,-134.24445,WGS84,Alaska,United States,29738,82P02817,8,23,NA,B,B,NA,NA,NA,"Coarse-loamy over sandy or sandy-skeletal, mixed, superactive Typic Humicryods",Tuxekan,NA,NA,NA,1.51,NA,S,S,NA,NA,6.28,NA,0.2,NA,1.42242,soc [oc*bd_whole],no fill,NA,4.5,4.7,NA,NA,54,44,2,NA,9,NA,1.7,NA,1.7,2.4,NA,1.7,0,NA,NA,percent_mass,NA,NA,1.8,0,0.1,0.3,meq 100g-1,NA,2.2,55.6,7.3,meq 100g-1,7,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81AK280010,min,red-alder
636,NRCS Sept/2014,S1981AK280010,82P0554,9,17716,30.48,c(913299.833791223,6304394.87516735),NA,ISCN No SOC stock computation,56.7,-134.24445,WGS84,Alaska,United States,29738,82P02817,8,23,NA,B,B,NA,NA,NA,"Coarse-loamy over sandy or sandy-skeletal, mixed, superactive Typic Humicryods",Tuxekan,NA,NA,NA,1.51,NA,S,S,NA,NA,6.28,NA,0.2,NA,1.42242,soc [oc*bd_whole],no fill,NA,4.5,4.7,NA,NA,54,44,2,NA,9,NA,1.7,NA,1.7,2.4,NA,1.7,0,NA,NA,percent_mass,NA,NA,1.8,0,0.1,0.3,meq 100g-1,NA,2.2,55.6,7.3,meq 100g-1,7,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81AK280010,min,sitka-spruce
637,NRCS Sept/2014,S1981AK280010,82P0554,9,17716,30.48,c(913299.833791223,6304394.87516735),NA,ISCN No SOC stock computation,56.7,-134.24445,WGS84,Alaska,United States,29738,82P02814,8,0,NA,O,O2,NA,NA,NA,"Coarse-loamy over sandy or sandy-skeletal, mixed, superactive Typic Humicryods",Tuxekan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no_soc [no c or bd],no fill,NA,3.2,3.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.3,0.7,11.1,0.8,meq 100g-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81AK280010,NA,red-alder
