,Plot,Yr,dwdC.tacre,dwdC.gm2,dwdC.Mgha,AGunderstoryC.tacre,BGunderstoryC.tacre,AGunderstoryC.gm2,BGunderstoryC.gm2,AGunderstoryC.Mgha,BGunderstoryC.Mgha,litterC.tacre,litterC.gm2,litterC.Mgha,foresttype
3108,54684,2009,10.328172,2315.266317,23.15266317,0.948983,0.105443,212.7335191,23.63715731,2.127335191,0.2363715731,13.688044,3068.448823,30.68448823,alaska-yellow-cedar
3109,54684,2020,9.509067,2131.647549,21.31647549,0.961888,0.106876,215.626433,23.95839292,2.15626433,0.2395839292,13.563295,3040.48384,30.4048384,alaska-yellow-cedar
3110,54777,1995,1.846861,414.0108304,4.140108304,1.278967,0.142107,286.7060324,31.85612619,2.867060324,0.3185612619,16.638052,3729.752117,37.29752117,mountain-hemlock
3111,54777,2013,3.778045,846.9243477,8.469243477,1.123047,0.124783,251.753446,27.97260511,2.51753446,0.2797260511,12.6723,2840.749491,28.40749491,mountain-hemlock
3112,54818,2010,28.137437,6307.569252,63.07569252,1.283823,0.142647,287.7946019,31.97717799,2.877946019,0.3197717799,12.573233,2818.541642,28.18541642,western-hemlock
3113,54899,1997,2.766352,620.1331278,6.201331278,0.662633,0.073626,148.5424396,16.50474042,1.485424396,0.1650474042,21.545425,4829.837922,48.29837922,lodgepole-pine
3114,54899,2008,4.359665,977.3061031,9.773061031,0.51984,0.05776,116.5325328,12.9480592,1.165325328,0.129480592,11.797609,2644.67001,26.4467001,lodgepole-pine
3115,54899,2019,4.080864,914.8072829,9.148072829,0.538495,0.059833,120.7144242,13.41276361,1.207144242,0.1341276361,11.931717,2674.733,26.74733,lodgepole-pine
3116,54931,1997,5.349519,1199.201674,11.99201674,1.056811,0.117423,236.9053219,26.32271391,2.369053219,0.2632271391,21.608276,4843.927231,48.43927231,alaska-yellow-cedar
3117,54931,2006,8.963874,2009.431635,20.09431635,0.971158,0.107906,217.7044889,24.18928802,2.177044889,0.2418928802,13.820565,3098.156056,30.98156056,alaska-yellow-cedar
